image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001327_general_014962.jpg,500D4411,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,50LD04411,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,60,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001328_general_013510.jpg,51C49485,baseline,baseline,51C49485,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,76,43,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001329_general_010877.jpg,59C252795,baseline,baseline,59C252795,True,0,True,False,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001330_general_010239.jpg,60A34290,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60A34290,True,0,True,False,False,cropped,existing_plate_crop,40,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001331_general_016841.jpg,60K01573,baseline,baseline,60K01573,True,0,True,False,False,cropped,existing_plate_crop,43,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001332_general_004196.jpg,60A32660,baseline,baseline,60A32660,True,0,True,False,False,cropped,existing_plate_crop,52,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001333_general_007010.jpg,60F33571,full_z1.15_up3_train_baseline,baseline,60F3571,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,89,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001334_general_016138.jpg,60AL02746,baseline,baseline,60AL02746,True,0,True,False,False,cropped,existing_plate_crop,47,43,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001335_general_008474.jpg,30F91449,baseline,baseline,30F91149,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,235,57,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001336_general_001912.jpg,61Z12662,baseline,baseline,61Z12662,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,100,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001337_general_002979.jpg,59C132428,baseline,baseline,59C132428,True,0,True,False,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001338_general_003865.jpg,59DU165072,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,59U165072,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,41,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001339_general_001549.jpg,54H25463,baseline,baseline,54H25463,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,95,82,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001340_general_017182.jpg,65L15743,baseline,baseline,65L15743,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,156,109,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001341_general_016770.jpg,29Z9996,baseline,baseline,29Z9986,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,127,108,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001342_general_007909.jpg,60DU23465,baseline,baseline,60U23465,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,51,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001343_general_010302.jpg,30E51897,baseline,baseline,30E51897,True,0,True,False,False,cropped,existing_plate_crop,107,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001344_general_011770.jpg,59C320275,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,59C320025,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,122,101,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001345_general_002422.jpg,89A86988,baseline,baseline,86986988,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,108,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001346_general_013874.jpg,61G21670,baseline,baseline,51G21670,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,78,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001347_general_005806.jpg,68D26613,baseline,baseline,68H26613,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,95,88,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001348_general_016275.jpg,64K85772,baseline,baseline,64K85772,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,129,99,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001349_general_009189.jpg,75X140253,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,IIII,False,9,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,51,51,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001350_general_017551.jpg,51F9881,baseline,baseline,51F59881,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,60,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001351_general_005202.jpg,51A34333,baseline,baseline,51A34333,True,0,True,False,False,cropped,existing_plate_crop,68,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001352_general_009896.jpg,65H69154,baseline,baseline,65H69154,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,162,114,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001353_general_017593.jpg,40G172673,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,QX112613,False,5,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,596,406,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001354_general_014549.jpg,59F12385,baseline,baseline,59F123865,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,44,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001355_general_012994.jpg,51A19614,baseline,baseline,51A96141,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,120,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001356_general_011993.jpg,59C2453,baseline,baseline,59C246603,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,39,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001357_general_006533.jpg,5D0LD04411,baseline,baseline,50LD04411,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,75,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001358_general_007046.jpg,60X177796,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60F127396,False,3,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,52,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001359_general_011041.jpg,50F00205,baseline,baseline,50F00205,True,0,True,False,False,cropped,existing_plate_crop,41,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001360_general_014496.jpg,51G49855,baseline,baseline,51G49855,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,50,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001361_general_001778.jpg,72C105018,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,72C105018,True,0,True,False,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001362_general_005259.jpg,59X27132,full_z0.85_up2_adaptive_noise_3way,full_z0.85_up2_adaptive_noise_3way,SQ424233,False,6,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,26,15,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001363_general_013091.jpg,68V22855,baseline,baseline,68V22855,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,137,93,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001364_general_000976.jpg,60K26605,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60K26605,True,0,True,False,False,cropped,existing_plate_crop,50,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001365_general_004567.jpg,30G06534,baseline,baseline,30G06534,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,75,91,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001366_general_003481.jpg,63B613421,baseline,baseline,63B613421,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,87,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001367_general_009356.jpg,50F116595,baseline,baseline,59F116595,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,98,58,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001368_general_004537.jpg,1F444614,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,1F44614,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,111,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001369_general_004513.jpg,51G58092,baseline,baseline,51H58092,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,83,75,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001370_general_007805.jpg,29V752367,baseline,baseline,29N752367,False,1,False,False,False,cropped,existing_plate_crop,55,43,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001371_general_015624.jpg,50LD16962,baseline,baseline,50LD16962,True,0,True,False,False,cropped,existing_plate_crop,39,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001372_general_002583.jpg,48A0276,baseline,baseline,48A02886,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,46,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001373_general_012898.jpg,51A9D05,baseline,baseline,51A90906,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,44,12,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001374_general_008287.jpg,51F2170,baseline,baseline,51F62170,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,52,17,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001375_general_011986.jpg,59UD145476,baseline,baseline,59U145476,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,40,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001376_general_017666.jpg,79Z285423,baseline,baseline,18B28623,False,5,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,37,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001377_general_013853.jpg,83S30735,baseline,baseline,83S30735,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,124,92,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001378_general_010127.jpg,60LD43797,baseline,baseline,60LD4379,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,82,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001379_general_004540.jpg,59S151727,baseline,baseline,59S1727,False,2,False,False,False,cropped,existing_plate_crop,43,47,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001380_general_001226.jpg,60A35792,baseline,baseline,60A35792,True,0,True,False,False,cropped,existing_plate_crop,51,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001381_general_007424.jpg,30F34025,baseline,baseline,30F34025,True,0,True,False,False,cropped,existing_plate_crop,55,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001382_general_002622.jpg,37L302262,baseline,baseline,37L302226,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,67,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001383_general_008696.jpg,33L37100,baseline,baseline,33L37100,True,0,True,False,False,cropped,existing_plate_crop,44,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001384_general_004883.jpg,30M42583,baseline,baseline,30M4253,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,115,72,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001385_general_017487.jpg,60A37712,baseline,baseline,60A37712,True,0,True,False,False,cropped,existing_plate_crop,50,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001386_general_003455.jpg,51R52701,baseline,baseline,51R52701,True,0,True,False,False,cropped,existing_plate_crop,75,67,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001387_general_013956.jpg,66B106999,baseline,baseline,66B106999,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,261,194,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001388_general_013165.jpg,67AL00787,baseline,baseline,67AL00787,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,298,220,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001389_general_012368.jpg,59P183738,baseline,baseline,59P183738,True,0,True,False,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001390_general_013785.jpg,80N016671,baseline,baseline,80NG16671,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,60,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001391_general_015103.jpg,65X35505,baseline,baseline,65X35505,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,263,211,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001392_general_001721.jpg,4129101,baseline,baseline,41291NG01,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,50,9,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001393_general_006867.jpg,77M36928,baseline,baseline,77636928,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,50,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001394_general_001968.jpg,70EA00557,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,70EA00557,True,0,True,False,False,cropped,existing_plate_crop,63,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001395_general_002364.jpg,30G08931,baseline,baseline,30F08931,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,114,86,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001396_general_015938.jpg,43H04464,baseline,baseline,43H04464,True,0,True,False,False,cropped,existing_plate_crop,86,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001397_general_004262.jpg,30G31992,baseline,baseline,30G31992,True,0,True,False,False,cropped,existing_plate_crop,73,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001398_general_014306.jpg,51A720D78,baseline,baseline,51A72078,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,109,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001399_general_009104.jpg,29H25869,baseline,baseline,29H25869,True,0,True,False,False,cropped,existing_plate_crop,62,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001400_general_004140.jpg,61G18298,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,GFF18200,False,5,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,42,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001401_general_004800.jpg,51D74598,baseline,baseline,51U74598,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,78,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001402_general_004053.jpg,5141A961,baseline,baseline,51A96141,False,4,False,False,False,yolo_plate_dataset,crop_source_bounding_box,115,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001403_general_002758.jpg,51F0694,baseline,baseline,51F06948,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,49,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001404_general_010850.jpg,59C2492D0,baseline,baseline,59C249200,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,41,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001405_general_014157.jpg,50H82282,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,50HB2282,False,1,True,False,True,yolo_plate_dataset,crop_source_bounding_box,52,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001406_general_008723.jpg,29A67180,baseline,baseline,29A87180,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,277,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001407_general_004358.jpg,30F34018,baseline,baseline,30F34018,True,0,True,False,False,cropped,existing_plate_crop,74,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001408_general_014605.jpg,60C10279,baseline,baseline,60C10279,True,0,True,False,False,cropped,existing_plate_crop,47,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001409_general_003632.jpg,19N93999,baseline,baseline,51H83514,False,7,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,47,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001410_general_006765.jpg,62G00266,baseline,baseline,62G00266,True,0,True,False,False,cropped,existing_plate_crop,73,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001411_general_011402.jpg,49A51796,baseline,baseline,79A51796,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,141,54,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001412_general_007840.jpg,51A8141,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51A96141,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,70,17,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001413_general_009176.jpg,38A47964,baseline,baseline,38A47964,True,0,True,False,False,cropped,existing_plate_crop,50,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001414_general_001534.jpg,60A20487,baseline,baseline,60A20487,True,0,True,False,False,cropped,existing_plate_crop,139,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001415_general_009910.jpg,59U186123,baseline,baseline,59U186123,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,95,89,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001416_general_005280.jpg,72L98279,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,77190279,False,3,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,44,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001417_general_010067.jpg,853251A,baseline,baseline,1A85325,False,4,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001418_general_011562.jpg,60B100626,baseline,baseline,61D100626,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,98,89,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001419_general_011641.jpg,59U260017,baseline,baseline,59X460017,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,149,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001420_general_015728.jpg,51A1141,baseline,baseline,51A96141,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,55,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001421_general_005219.jpg,51A161660,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,51A661661,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,119,95,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001422_general_011935.jpg,29E02453,baseline,baseline,29E02453,True,0,True,False,False,cropped,existing_plate_crop,32,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_001423_general_002197.jpg,30K08887,baseline,baseline,30K08887,True,0,True,False,False,cropped,existing_plate_crop,80,21,min_side_lt32
