image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,policy_a_action,policy_b_action,policy_a_prediction,policy_b_prediction,prediction_agreement_change,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010256.jpg,66L112206,baseline,baseline,66L112206,True,0,True,False,False,baseline,baseline,66L112206,66L112206,False,yolo_plate_dataset,crop_source_bounding_box,152,116,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001664.jpg,60A59359,baseline,baseline,60A69359,False,1,False,False,False,baseline,baseline,60A69359,60A69359,False,cropped,existing_plate_crop,88,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011487.jpg,51H36339,baseline,baseline,51H36339,True,0,True,False,False,baseline,baseline,51H36339,51H36339,False,cropped,existing_plate_crop,47,49,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016265.jpg,60A90771,baseline,baseline,60A90771,True,0,True,False,False,baseline,baseline,60A90771,60A90771,False,cropped,existing_plate_crop,55,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008676.jpg,60F289057,baseline,baseline,60F289057,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,60F289057,60F289057,False,cropped,existing_plate_crop,40,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013985.jpg,30G53249,baseline,baseline,30G53279,False,1,False,False,False,baseline,baseline,30G53279,30G53279,False,archive_plate_crops_from_coords,existing_plate_crop,113,87,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004910.jpg,60F346740,baseline,baseline,60F346740,True,0,True,False,False,baseline,full_z1.15_up3_train_baseline,60F346740,60F346740,False,cropped,existing_plate_crop,40,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016002.jpg,72T35856,baseline,baseline,72T35856,True,0,True,False,False,baseline,baseline,72T35856,72T35856,False,cropped,existing_plate_crop,34,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001883.jpg,51K27027,baseline,baseline,51K27027,True,0,True,False,False,baseline,baseline,51K27027,51K27027,False,archive_plate_crops_from_coords,existing_plate_crop,92,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017129.jpg,59X267178,baseline,baseline,59X267178,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,59X237178,59X267178,False,archive_plate_crops_from_coords,existing_plate_crop,84,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010988.jpg,77M22577,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,77X33777,False,4,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,77X33777,77X33777,True,archive_plate_crops_from_coords,existing_plate_crop,47,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008809.jpg,60B05592,baseline,baseline,60B05592,True,0,True,False,False,baseline,baseline,60B05592,60B05592,False,cropped,existing_plate_crop,40,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005673.jpg,69K105919,baseline,baseline,69K105919,True,0,True,False,False,baseline,baseline,69K105919,69K105919,False,yolo_plate_dataset,crop_source_bounding_box,139,95,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010945.jpg,59F132246,baseline,baseline,39F132246,False,1,False,False,False,baseline,baseline,39F132246,39F132246,False,yolo_plate_dataset,crop_source_bounding_box,79,75,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010565.jpg,51A35838,baseline,baseline,51A35838,True,0,True,False,False,baseline,baseline,51A35838,51A35838,False,cropped,existing_plate_crop,47,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002494.jpg,60B531402,baseline,baseline,60B531402,True,0,True,False,False,baseline,baseline,60B531402,60B531402,False,archive_plate_crops_from_coords,existing_plate_crop,83,69,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010703.jpg,51H85476,baseline,baseline,51H85476,True,0,True,False,False,baseline,baseline,51H85476,51H85476,False,cropped,existing_plate_crop,98,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015883.jpg,61S40134,baseline,baseline,61S40134,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,61S40134,61S40134,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001909.jpg,50LD15824,baseline,baseline,50LD15824,True,0,True,False,False,baseline,baseline,50LD15824,50LD15824,False,cropped,existing_plate_crop,42,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006444.jpg,65C106934,baseline,baseline,65C106934,True,0,True,False,False,baseline,baseline,65C106934,65C106934,False,yolo_plate_dataset,crop_source_bounding_box,161,120,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017481.jpg,67E13200,baseline,baseline,67E13200,True,0,True,False,False,baseline,baseline,67E13200,67E13200,False,yolo_plate_dataset,crop_source_bounding_box,253,196,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002921.jpg,30H65274,baseline,baseline,30H65274,True,0,True,False,False,baseline,baseline,30H65274,30H65274,False,cropped,existing_plate_crop,75,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_000796.jpg,30A45501,baseline,baseline,30A45501,True,0,True,False,False,baseline,baseline,30A45501,30A45501,False,cropped,existing_plate_crop,77,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005491.jpg,59A321608,baseline,baseline,59A321608,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,59A321608,59A321608,False,cropped,existing_plate_crop,41,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010443.jpg,61B03211,baseline,baseline,61B03211,True,0,True,False,False,baseline,baseline,61B03211,61B03211,False,cropped,existing_plate_crop,44,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002845.jpg,60K18520,baseline,baseline,60K18520,True,0,True,False,False,baseline,baseline,60K18520,60K18520,False,cropped,existing_plate_crop,76,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001066.jpg,59T128966,baseline,baseline,59T128966,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,59T128966,59T128966,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004244.jpg,51F64919,baseline,baseline,51F64619,False,1,False,False,False,baseline,baseline,51F64619,51F64619,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003497.jpg,29C208414,baseline,baseline,29C208414,True,0,True,False,False,baseline,baseline,29C208414,29C208414,False,cropped,existing_plate_crop,46,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004998.jpg,55Y19833,baseline,baseline,55Y19833,True,0,True,False,False,baseline,baseline,55Y19833,55Y19833,False,archive_plate_crops_from_coords,existing_plate_crop,88,81,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011931.jpg,51A89661,baseline,baseline,51A89661,True,0,True,False,False,baseline,baseline,51A89661,51A89661,False,cropped,existing_plate_crop,74,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001156.jpg,60LD03486,baseline,baseline,60LD03486,True,0,True,False,False,baseline,baseline,60LD03486,60LD03486,False,cropped,existing_plate_crop,69,49,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007340.jpg,30E32328,baseline,baseline,30E32328,True,0,True,False,False,baseline,baseline,30E32328,30E32328,False,cropped,existing_plate_crop,45,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014426.jpg,60LD01949,baseline,baseline,60LD01949,True,0,True,False,False,baseline,baseline,60LD01949,60LD01949,False,cropped,existing_plate_crop,114,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008348.jpg,30E68500,baseline,baseline,30E68500,True,0,True,False,False,baseline,baseline,30E68500,30E68500,False,cropped,existing_plate_crop,59,77,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009243.jpg,65F13556,baseline,baseline,65F13556,True,0,True,False,False,baseline,baseline,65F13556,65F13556,False,yolo_plate_dataset,crop_source_bounding_box,136,91,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011921.jpg,30E45984,baseline,baseline,30E45984,True,0,True,False,False,baseline,baseline,30E45984,30E45984,False,cropped,existing_plate_crop,59,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004682.jpg,61H12482,baseline,baseline,61H12482,True,0,True,False,False,baseline,baseline,61H12482,61H12482,False,cropped,existing_plate_crop,47,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006463.jpg,69F68587,baseline,baseline,69F68587,True,0,True,False,False,baseline,baseline,69F68587,69F68587,False,yolo_plate_dataset,crop_source_bounding_box,139,91,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014189.jpg,60LD03449,baseline,baseline,60LD0349,False,1,False,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,60LD03449,60LD0349,False,cropped,existing_plate_crop,60,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008995.jpg,86F97974,baseline,baseline,86F97974,True,0,True,False,False,baseline,baseline,86F97974,86F97974,False,yolo_plate_dataset,crop_source_bounding_box,267,202,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013972.jpg,60S0559,baseline,baseline,60S0559,True,0,True,False,False,baseline,baseline,60S0559,60S0559,False,cropped,existing_plate_crop,41,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002675.jpg,50E12390,baseline,baseline,50E12390,True,0,True,False,False,baseline,baseline,50E12390,50E12390,False,cropped,existing_plate_crop,40,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013743.jpg,51F92401,baseline,baseline,51F92401,True,0,True,False,False,baseline,baseline,51F92401,51F92401,False,archive_plate_crops_from_coords,existing_plate_crop,97,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005077.jpg,66K86475,baseline,baseline,66K86475,True,0,True,False,False,baseline,baseline,66K86475,66K86475,False,yolo_plate_dataset,crop_source_bounding_box,330,239,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001056.jpg,30F29258,baseline,baseline,30F29258,True,0,True,False,False,baseline,baseline,30F29258,30F29258,False,cropped,existing_plate_crop,38,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005835.jpg,55P71233,baseline,baseline,55P71233,True,0,True,False,False,baseline,baseline,55P71233,55P71233,False,yolo_plate_dataset,crop_source_bounding_box,91,81,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007005.jpg,54S90621,baseline,baseline,54S90621,True,0,True,False,False,baseline,baseline,54S90621,54S90621,False,yolo_plate_dataset,crop_source_bounding_box,98,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015077.jpg,70H117304,baseline,baseline,70H117304,True,0,True,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,70H117304,70H117304,False,archive_plate_crops_from_coords,existing_plate_crop,91,54,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001258.jpg,30F83605,baseline,baseline,30F83605,True,0,True,False,False,baseline,baseline,30F83605,30F83605,False,cropped,existing_plate_crop,351,112,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008060.jpg,38X115503,baseline,baseline,38X115503,True,0,True,False,False,baseline,baseline,38X115503,38X115503,False,cropped,existing_plate_crop,47,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003366.jpg,50H31999,baseline,baseline,50H31999,True,0,True,False,False,baseline,baseline,50H31999,50H31999,False,cropped,existing_plate_crop,43,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002011.jpg,61C152787,baseline,baseline,61C152787,True,0,True,False,False,baseline,baseline,61C152787,61C152787,False,cropped,existing_plate_crop,77,67,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_000949.jpg,83C103243,baseline,baseline,83C103243,True,0,True,False,False,baseline,baseline,83C103243,83C103243,False,yolo_plate_dataset,crop_source_bounding_box,305,227,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005152.jpg,51K61555,baseline,baseline,51K61555,True,0,True,False,False,baseline,baseline,51K61555,51K61555,False,cropped,existing_plate_crop,73,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007601.jpg,54S13034,baseline,baseline,54S13034,True,0,True,False,False,baseline,baseline,54S13034,54S13034,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005684.jpg,60A94887,baseline,baseline,60A94887,True,0,True,False,False,baseline,baseline,60A94887,60A94887,False,cropped,existing_plate_crop,85,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006103.jpg,51F17549,baseline,baseline,51F17649,False,1,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,51F17649,51F17549,False,cropped,existing_plate_crop,48,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015703.jpg,60K46850,baseline,baseline,60K46850,True,0,True,False,False,baseline,baseline,60K46850,60K46850,False,cropped,existing_plate_crop,58,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016386.jpg,69U13670,baseline,baseline,69U13670,True,0,True,False,False,baseline,baseline,69U13670,69U13670,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008906.jpg,60A21309,baseline,baseline,60A21309,True,0,True,False,False,baseline,baseline,60A21309,60A21309,False,cropped,existing_plate_crop,114,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009001.jpg,29A32510,baseline,baseline,29A32510,True,0,True,False,False,baseline,baseline,29A32510,29A32510,False,cropped,existing_plate_crop,102,106,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012453.jpg,60A96256,baseline,baseline,60A96256,True,0,True,False,False,baseline,baseline,60A96256,60A96256,False,cropped,existing_plate_crop,59,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008377.jpg,30K56909,baseline,baseline,30K56909,True,0,True,False,False,baseline,baseline,30K56909,30K56909,False,cropped,existing_plate_crop,76,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002062.jpg,29A72024,baseline,baseline,29A72024,True,0,True,False,False,baseline,baseline,29A72024,29A72024,False,cropped,existing_plate_crop,60,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003910.jpg,59X165139,baseline,baseline,59X65139,False,1,False,False,False,full_z0.93_up3_clahe_clip1_tile4,full_z1.00_up2_clahe_rl_deblur_bilateral,59X165139,59X65139,False,archive_plate_crops_from_coords,existing_plate_crop,137,124,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007299.jpg,65G104942,baseline,baseline,65G104942,True,0,True,False,False,baseline,baseline,65G104942,65G104942,False,yolo_plate_dataset,crop_source_bounding_box,321,236,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010018.jpg,60B05328,baseline,baseline,60B05328,True,0,True,False,False,baseline,baseline,60B05328,60B05328,False,cropped,existing_plate_crop,41,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001064.jpg,95G101643,baseline,baseline,95G101643,True,0,True,False,False,baseline,baseline,95G101643,95G101643,False,yolo_plate_dataset,crop_source_bounding_box,93,86,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008647.jpg,83F74166,baseline,baseline,83F74166,True,0,True,False,False,baseline,baseline,83F74166,83F74166,False,yolo_plate_dataset,crop_source_bounding_box,191,156,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007296.jpg,60H12299,baseline,baseline,60H12299,True,0,True,False,False,baseline,baseline,60H12299,60H12299,False,cropped,existing_plate_crop,70,43,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004330.jpg,50H49001,baseline,baseline,50H49001,True,0,True,False,False,baseline,baseline,50H49001,50H49001,False,cropped,existing_plate_crop,69,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007889.jpg,67K62032,baseline,baseline,67K62032,True,0,True,False,False,baseline,baseline,67K62032,67K62032,False,yolo_plate_dataset,crop_source_bounding_box,197,138,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013886.jpg,50E01378,baseline,baseline,50E01378,True,0,True,False,False,baseline,baseline,50E01378,50E01378,False,archive_plate_crops_from_coords,existing_plate_crop,45,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001641.jpg,69C118915,baseline,baseline,69C118915,True,0,True,False,False,baseline,baseline,69C118915,69C118915,False,yolo_plate_dataset,crop_source_bounding_box,169,107,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014887.jpg,30K92976,baseline,baseline,30K92976,True,0,True,False,False,baseline,baseline,30K92976,30K92976,False,cropped,existing_plate_crop,48,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009188.jpg,51K39052,baseline,baseline,51K39052,True,0,True,False,False,baseline,baseline,51K39052,51K39052,False,cropped,existing_plate_crop,37,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002329.jpg,60B562583,baseline,baseline,60B562583,True,0,True,False,False,baseline,baseline,60B562583,60B562583,False,archive_plate_crops_from_coords,existing_plate_crop,92,82,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002092.jpg,24A03349,baseline,baseline,24A03349,True,0,True,False,False,baseline,baseline,24A03349,24A03349,False,cropped,existing_plate_crop,78,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017295.jpg,65D104180,baseline,baseline,65D104180,True,0,True,False,False,baseline,baseline,65D104180,65D104180,False,yolo_plate_dataset,crop_source_bounding_box,143,102,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009742.jpg,60E01991,baseline,baseline,60E01991,True,0,True,False,False,baseline,baseline,60E01991,60E01991,False,cropped,existing_plate_crop,87,47,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009083.jpg,66H14161,baseline,baseline,66H14161,True,0,True,False,False,baseline,baseline,66H14161,66H14161,False,yolo_plate_dataset,crop_source_bounding_box,149,89,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015302.jpg,69U10561,baseline,baseline,69U10561,True,0,True,False,False,baseline,baseline,69U10561,69U10561,False,yolo_plate_dataset,crop_source_bounding_box,160,112,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003659.jpg,29H96845,baseline,baseline,29H96845,True,0,True,False,False,baseline,baseline,29H96845,29H96845,False,cropped,existing_plate_crop,43,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017506.jpg,50E01215,baseline,baseline,50E01215,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,50E01215,50E01215,False,archive_plate_crops_from_coords,existing_plate_crop,46,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017447.jpg,50F01857,baseline,baseline,50F01857,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,50F01857,50F01857,False,cropped,existing_plate_crop,36,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002170.jpg,83S20814,baseline,baseline,83S20814,True,0,True,False,False,baseline,baseline,83S20814,83S20814,False,yolo_plate_dataset,crop_source_bounding_box,254,195,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016977.jpg,60A75087,baseline,baseline,60A75087,True,0,True,False,False,baseline,baseline,60A75087,60A75087,False,cropped,existing_plate_crop,80,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014372.jpg,59U156368,baseline,baseline,59U156368,True,0,True,False,False,baseline,baseline,59U156368,59U156368,False,archive_plate_crops_from_coords,existing_plate_crop,81,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003464.jpg,77H62229,baseline,baseline,77H62229,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,77H62229,77H62229,False,cropped,existing_plate_crop,83,75,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001836.jpg,30G62107,baseline,baseline,3062107,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,30G62107,3062107,False,archive_plate_crops_from_coords,existing_plate_crop,139,101,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002256.jpg,60K18558,baseline,baseline,60K18558,True,0,True,False,False,baseline,baseline,60K18558,60K18558,False,cropped,existing_plate_crop,59,36,min_side_32_63
